frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,Action Label
13827,128.25,461,129.125,446.5,112,455.5,131.5,441,81.875,463.25,145.125,494.25,71.25,530.5,205.75,550,135.625,608,270.5,598.5,213.125,647.5,167.25,625,116.1875,659,290.75,593,220.625,680,213.25,686,225.875,665,Sitting quietly
13828,128.375,461,129.375,446.5,112.0625,455.5,131.75,441,81.8125,463.25,145,494.25,71.3125,531,205.5,550,135.875,608,270.5,598.5,213.125,647.5,167.25,625,116.25,659,291,593,220.75,680,213.125,685.5,226.75,665.5,Sitting quietly
13829,128.375,461,129.375,446.75,112.125,455.5,131.625,441.25,81.4375,463.25,145.125,494.25,71.375,530.5,205.25,550,135.5,608,270.5,598.5,213,647.5,167.5,625,116.375,659,290.75,593,220.875,679.5,213.875,685.5,225.125,665,Sitting quietly
13830,128.25,460.75,129.25,446.5,112.0625,455.25,131.5,441,81.375,463.25,145.125,494.25,71.4375,530.5,205.25,550,135.5,608,270.5,598.5,212.875,647.5,167.375,625,116.25,659,291,593.5,220.75,680,213.5,685.5,225.625,665.5,Sitting quietly
13831,128.375,460.75,129.375,446.5,112.125,455.25,131.625,441,81.375,463.25,145.25,494.25,71.5,530.5,205.375,550,135.25,608,270.5,598,212.625,647,167.5,625,116.375,659,290.5,593,220.75,680,213.125,686,224,666.5,Sitting quietly
13832,128.5,460.75,129.375,446.5,112.125,455.25,131.625,441,81.375,463.5,145.125,494.25,71.5625,530.5,205.25,549.5,135.25,608,270.5,598,212.75,647.5,167.375,625,116.3125,659,290.75,593,221,680,213.5,686,224.125,667.5,Sitting quietly
13833,128.5,460.75,129.5,446.5,112.125,455.25,131.75,441,81.5,463.5,144.875,494.25,71.5625,530.5,205.125,549.5,135.5,608,270.25,598.5,212.875,647.5,167.25,625,116.4375,659,290.5,593,220.5,680,213,685.5,225.875,666,Sitting quietly
13834,128.5,460.75,129.5,446.5,112.1875,455.25,131.75,441,81.5,463.5,144.875,494.25,71.5625,530.5,205.125,549.5,135.75,608,270.25,598.5,213.125,647.5,167.25,625,116.375,659,290.5,593,220.375,680,213.125,685,227,665,Sitting quietly
13835,128.5,460.75,129.5,446.5,112.1875,455.25,131.75,441,81.625,463.25,145,494.25,71.5,530.5,205.125,549.5,135.75,608,270.5,598.5,213,648,167.25,625,116.5,659,290.5,593,221,680,213.375,685,224.375,665,Sitting quietly
13836,128.625,460.75,129.5,446.5,112.1875,455.25,131.75,440.75,81.625,463.5,144.875,494.25,71.6875,530.5,204.875,549.5,135.875,608,270.5,598.5,213.375,648,167.25,624.5,116.375,659,290.5,593,220.5,679.5,212.75,684.5,226.25,664,Sitting quietly
13837,128.625,460.75,129.5,446.5,112.25,455.25,131.75,441,81.75,463.25,145.125,494,71.5625,530,205,549.5,135.375,608,270.5,598.5,213,647.5,167.375,625,116.5,659,290.5,593,220.625,680,213.375,685,226.125,665,Sitting quietly
13838,128.5,460.75,129.5,446.5,112.25,455.25,131.75,441,81.75,463.25,145.125,494.25,71.5625,530.5,205,549.5,135.625,608,270.5,598,213.125,647.5,167.25,625,116.5,659,290.5,593,221.25,680,212.75,685,226.25,665,Sitting quietly
13839,128.625,460.75,129.5,446.5,112.375,455.25,131.75,441,81.8125,463.25,145,494,71.5,530.5,204.75,549.5,135.625,608,270.25,598,213,647.5,167,624.5,116.3125,659,290.5,593,221.125,680,213,685.5,224.125,667,Sitting quietly
13840,128.75,460.75,129.625,446.5,112.5,455.25,131.75,441,82,463,145,494.25,71.5625,530.5,205.25,550,135.75,608,270.5,598,213.125,647.5,167.125,624.5,116.375,659,290.5,592.5,220.625,680.5,212.5,685,227.5,666.5,Sitting quietly
13841,128.75,460.75,129.625,446.5,112.5,455.25,131.75,441,81.875,463.25,144.75,494.25,71.5625,530.5,204.875,549.5,135.75,608,270.25,598,213.25,647.5,167.125,624.5,116.375,659,290.5,593,220.5,680.5,213,685.5,227.625,666.5,Sitting quietly
13842,128.625,460.75,129.625,446.5,112.5,455.25,131.625,441,82.0625,463,144.75,494.25,71.5625,530,205,549.5,135.75,608,270.25,598,213.5,647.5,167.25,624.5,116.375,659,290.5,593,220.25,680,212.625,685,229.5,666,Sitting quietly
13843,128.625,460.75,129.5,446.5,112.375,455.25,131.75,441,82,463,144.75,494.25,71.5625,530,205,549.5,135.625,608,270.5,598,213.375,647.5,167.25,624.5,116.375,659,290.25,593,220.25,679.5,212.375,685,229.375,665.5,Sitting quietly
13844,128.5,460.75,129.5,446.5,112.375,455.25,131.625,441,82,463,144.625,494,71.5625,530,204.75,549.5,135.625,608,270.25,598.5,213.5,647.5,167.25,624.5,116.375,659,290.5,593,220,680,212.625,684,230.5,664.5,Sitting quietly
13845,128.5,460.75,129.5,446.5,112.3125,455.25,131.625,441,81.875,463.25,144.75,494.25,71.4375,530.5,204.75,549.5,135.875,608,270.25,598,213.375,647.5,167.25,624.5,116.375,659,290.5,593,219.75,679.5,212.75,684,231,664,Sitting quietly
13846,128.5,461,129.5,446.5,112.375,455.5,131.5,441,81.75,463.25,144.625,494.25,71.5,530.5,204.875,549.5,136,608,270.5,598,213.375,647.5,167.125,624.5,116.25,659,290.5,593,220.25,680,212.75,684.5,230.625,664.5,Sitting quietly
13847,128.5,461,129.375,446.75,112.25,455.5,131.5,441,81.75,463.25,144.75,494.25,71.4375,530.5,205,550,136,608,270.25,598,213.25,647.5,167.25,625,116.3125,659,290.5,592.5,220,680,212.875,685,230.875,665,Sitting quietly
13848,128.5,461,129.25,446.75,112.1875,455.5,131.5,441,81.625,463.25,144.75,494.25,71.25,530.5,205.25,550,136,608,270.5,598.5,213.375,647.5,167.5,625,116.4375,659,290.75,592.5,219.75,680,213.125,685,231.75,664,Sitting quietly
13849,128.375,461,129.25,446.75,112.1875,455.25,131.5,441,81.625,463,144.75,494,71.3125,530,204.875,550,135.75,608,270.25,598,213.25,647.5,167.375,625,116.375,659,290.75,592.5,219.625,680,213.25,684,231.375,663,Sitting quietly
13850,128.25,461,129.25,446.75,112.25,455.5,131.5,441,81.8125,462.75,144.75,494,71.4375,530,204.75,549.5,135.875,608,270.5,598.5,213.375,647.5,167.25,625,116.3125,659,290.75,592.5,219.75,680,212.75,684,231.25,663.5,Sitting quietly
13851,128.25,461,129.25,446.75,112.125,455.5,131.375,441.25,81.9375,463,144.75,494,71.375,530,204.75,549.5,136,608,270.25,598.5,213.5,647.5,167.25,624.5,116.25,659,290.75,592.5,219.5,680,212.625,684,232.625,664,Sitting quietly
13852,128.25,461,129.125,446.75,112.125,455.5,131.25,441.25,81.875,463,144.5,494,71.4375,530.5,204.625,549.5,136.75,609,270.5,598.5,214.125,648,167,624.5,116.125,659,291,592.5,219.75,680,212.5,683.5,231.875,664,Sitting quietly
13853,128.25,461,129.25,447,112.125,455.5,131.25,441.25,81.8125,463,144.5,493.75,71.3125,530.5,204.75,549.5,137,609,270,598.5,214.25,648,167.125,624.5,116.1875,659.5,290.5,592.5,219.75,680,212.5,684,231.875,665,Sitting quietly
13854,128.25,461,129.25,447,112.125,455.5,131.25,441.25,81.75,463,144.5,493.5,71.3125,530.5,204.75,549.5,136.875,608.5,270.25,598,214.25,648,167.25,624,116.375,659,290.5,592.5,219.75,680.5,212.75,684,231.75,665,Sitting quietly
13855,128.125,461.25,129,447,112.125,455.5,131,441.25,81.75,463,144.5,493.75,71.0625,530.5,204.75,549.5,136.75,608.5,270,598,214.125,648,167.25,624.5,116.25,659,290.5,593,220,680.5,212.5,684.5,230,666,Sitting quietly
13856,128.125,461.5,129,447,112.0625,456,130.75,441.25,81.75,463.25,144.75,493.5,71.125,531,204.875,550,137.25,609,270,598,214.5,648,167.375,624,116.375,659,290.5,593,220.75,679.5,211.875,683.5,229.75,665.5,Sitting quietly
13857,128.125,461.5,129.125,447,112.0625,455.75,131,441,81.625,463,144.625,493.75,71.0625,530.5,204.5,549.5,136.875,609,270,598,214.25,648,167.375,624.5,116.3125,659,290.25,593,221,679,212.25,684,229.25,664.5,Sitting quietly
13858,128.125,461.5,129.125,447.25,112.0625,455.75,131,441.25,81.6875,463,144.625,493.75,71.125,531,204.5,549.5,137,609,270,598,214.5,648,167.375,624,116.25,659,290.5,593,220.625,679,212,683,231.25,664,Sitting quietly
13859,128.125,461.5,129,447,112.0625,455.75,131,441,81.625,463,144.625,493.75,71.125,531,204.375,549.5,136.875,609,270,598,214,648,167.125,624.5,116.25,659,290.5,593,221.25,679,211.875,683.5,226.875,665,Sitting quietly
13860,128.25,461.5,129.125,447,112.125,455.75,131,441,81.625,463,144.5,493.75,71.125,530.5,204.25,549,136.625,608.5,270,598,213.75,648,167.25,624,116.1875,659,290.5,593,220.75,679,212,683,230,664,Sitting quietly
13861,128.25,461.25,129.125,447,112.0625,455.75,131,440.75,81.5,463,144.5,493.75,71,530.5,204.375,549.5,136.5,608.5,270,598,213.625,647.5,167,624.5,116.125,659,290.5,593.5,221.125,679.5,212,684.5,226.375,666,Sitting quietly
13862,128.25,461.5,129.125,447,112.125,455.75,131,441,81.625,463,144.375,493.75,71.0625,531,204.5,549.5,136.875,609,270,598,213.75,648,167,624.5,116.125,659,290.25,593,220.75,679,211.75,684,227,667,Sitting quietly
13863,128.25,461.5,129.125,447,112.125,455.75,131,441,81.5,463,144.5,493.75,71.0625,531,204.25,549,136.5,608.5,270,598,213.5,647.5,166.75,624.5,115.9375,659,290.25,593.5,221,680,211.875,685,225.125,668,Sitting quietly
13864,128.25,461.5,129.125,447,112.1875,455.75,131,441,81.625,463,144.5,493.5,70.875,530.5,204.25,549,135.875,608,270,598,213.5,647.5,166.875,624,116.125,659,290,593.5,220.5,680,211.875,683.5,226.75,667.5,Sitting quietly
13865,128.375,461.25,129.5,447,112.25,455.5,131.5,441,81.625,463,144.625,493.75,71.0625,530.5,204.5,549,136.125,608,270,598,213.125,647,167,624.5,116.1875,659,290.5,593.5,221.25,680,212.375,684,224.25,667,Sitting quietly
13866,128.375,461,129.5,447,112.3125,455.5,131.5,441,81.6875,463,144.625,493.75,71.0625,530.5,204.625,549,136.25,608,270.25,598,213.125,647,167,624.5,116.25,659,290.5,593.5,220.75,680,212.125,684,224.75,668,Sitting quietly
13867,128.375,461,129.5,447,112.25,455.5,131.625,441,81.625,463,144.625,493.75,71.0625,531,204.5,549,136.5,608,270,598,213.25,647,167,624.5,116.375,659.5,290.5,593,221.5,679.5,212.5,684.5,223,667.5,Sitting quietly
13868,128.375,461,129.5,447,112.25,455.5,131.5,441,81.75,463,144.5,493.75,71.1875,530.5,204.25,549,136.25,608,270,598,213.125,647,167,624.5,116.5,659,290.5,593,221.25,680,212.125,684,225,667,Sitting quietly
13869,128.5,461,129.5,446.75,112.25,455.5,131.5,441,81.625,463,144.625,493.75,71,530.5,204.25,549,136.25,608,270,598,213.125,647,167,624.5,116.5,659.5,290.5,593,221.375,680.5,212.625,684.5,223.5,668,Sitting quietly
13870,128.5,461,129.5,446.75,112.25,455.5,131.5,441,81.6875,463,144.5,493.75,71,531,204.375,549,136.375,608,270,598,213.375,647.5,167,624.5,116.375,659.5,290.5,593,220.875,680,212.5,684,227.125,667,Sitting quietly
13871,128.375,461.25,129.375,447,112.25,455.5,131.5,441,81.5,463.25,144.5,494,70.875,531,204.5,549,136.25,608,270,598,213.25,647.5,166.75,624.5,116.0625,659.5,290.5,593.5,221.75,680.5,212.125,685,221,670,Sitting quietly
13872,128.375,461.25,129.25,447,112.1875,455.75,131.375,441,81.625,463,144.5,494,70.8125,531,204.75,549.5,136.5,608.5,270.25,598.5,213.625,647.5,167,624.5,116.1875,659.5,290.5,593,222.125,680,212,684,222.5,669,Sitting quietly
13873,128.375,461.25,129.375,447,112.1875,455.75,131.375,441,81.5,463,144.5,493.75,70.875,531,204.25,549.5,136.75,608.5,270,598,213.75,648,167,624.5,116.1875,659.5,290.5,593,221.75,680,212.375,684,224,667.5,Sitting quietly
13874,128.375,461.25,129.375,447,112.1875,455.75,131.375,441,81.5,463,144.25,493.75,70.9375,531,204.125,549,136.875,608.5,270,598.5,214,648,166.875,624.5,116.125,659.5,290.5,593,222,679.5,212.5,683.5,224.75,666.5,Sitting quietly
13875,128.375,461.25,129.375,447,112.125,455.5,131.5,441,81.5,463,144.375,493.75,70.875,531,204,549,136.5,608,270,598,213.625,648,166.75,624.5,116.0625,659.5,290.75,593.5,222.75,680,212.75,684.5,221.25,668.5,Sitting quietly
13876,128.375,461.25,129.25,447,112.125,455.5,131.5,441,81.5,463,144.25,493.75,70.875,531,204,549,136.75,608.5,270,598,213.625,648,166.625,624.5,116,659.5,290.75,593.5,222.75,680,212.375,685,220.25,670,Sitting quietly
13877,128.25,461.5,129.25,447,112.1875,455.75,131.25,441.25,81.5,463,144.5,493.75,70.8125,531,204.25,549.5,136.5,608.5,270.25,598,213.625,648,167,624.5,116.125,659.5,291,593,222.25,680,212.75,685,222.125,669,Sitting quietly
13878,128.375,461.5,129.375,447,112.125,455.75,131.5,441,81.5,463,144.5,493.75,70.875,531,204.25,549,136.75,608.5,270.25,598.5,213.625,648,166.875,624.5,115.8125,659.5,291,593,221.75,679,212.5,685,224.875,668,Sitting quietly
13879,128.375,461.5,129.375,447,112.125,455.75,131.5,441.25,81.5,463,144.5,494,70.9375,531,204.375,549.5,136.875,608.5,270.5,598,213.625,648,166.75,624.5,116,659,291,593.5,222.75,680,212.5,686,220.625,671,Sitting quietly
13880,128.375,461.5,129.375,447,112.125,455.75,131.5,441.25,81.4375,463,144.625,494,71.125,531,204.5,549.5,136.75,608.5,270.25,598.5,213.625,648,167,624.5,116.125,659,291,593,222.625,679.5,213.25,685.5,221.5,670.5,Sitting quietly
13881,128.25,461.5,129.25,447,112.125,455.75,131.5,441.25,81.375,463,144.625,494,71.125,531,204.5,549.5,137,608.5,270,598,213.625,647.5,167,624.5,116.125,659,290.75,593,222,679.5,212.625,686,222.125,670.5,Sitting quietly
13882,128.25,461.5,129.25,447,112.0625,455.75,131.5,441.25,81.375,463,144.625,494,71.1875,531,204.375,549.5,137.125,608.5,270.25,598,213.875,648,166.875,624.5,116,659,290.75,593,222.375,679,212.625,685.5,222,671,Sitting quietly
13883,128.25,461.5,129.25,447,112.125,455.75,131.375,441.25,81.4375,463.25,144.5,494,71.125,531,204.5,549.5,137.25,608.5,270.25,598.5,213.875,648,167,624.5,116.125,659,290.75,593,222.25,679.5,213,685,223.25,670,Sitting quietly
13884,128.375,461.5,129.25,447,112.1875,455.75,131.375,441.5,81.6875,463.5,144.625,494,71.125,531,204.75,549.5,137.25,609,270.5,598.5,214.25,648,167,624.5,116.25,659.5,290.75,593,222.625,678.5,212.75,685,221.25,669.5,Sitting quietly
13885,128.375,461.5,129.25,447,112.125,455.75,131.375,441.5,81.5,463.5,144.5,494,71,531,204.5,549.5,136.375,608.5,270,598,213.875,648,167.125,625,116.375,659.5,290.5,593,222.25,679,213,685,223.125,665,Sitting quietly
13886,128.25,461.5,129.25,447,112.125,455.75,131.25,441.5,81.5,463.5,144.5,494,70.9375,531,204.5,549.5,136.25,608,270,598,213.75,647.5,167.25,625,116.375,659.5,290.5,593,221.75,679,212.75,684.5,226,664,Sitting quietly
13887,128.25,461.5,129.25,447.25,112.125,456,131.25,441.5,81.4375,463.5,144.5,494,70.9375,531,204.75,549.5,136.125,608,270,598,213.75,647.5,167.25,625,116.375,659.5,290.25,593,222.25,679,212.5,685,223.625,664.5,Sitting quietly
13888,128.25,461.5,129.125,447.25,112.1875,456,131.125,441.5,81.5,463.5,144.5,494.5,71,531,204.5,549.5,135.75,608,270,598,213.375,647.5,167.5,625,116.625,659.5,290.5,593,221.75,679,212.75,684,226.25,662,Sitting quietly
13889,128.25,461.5,129.125,447.25,112.0625,456,131.25,441.5,81.5,463.5,144.5,494.25,70.875,531,204.5,549.5,136,608,270,598,213.625,647.5,167.5,625,116.75,660,290.25,593,222,679.5,212.625,684.5,225.375,662,Sitting quietly
13890,128.25,461.5,129.125,447.25,112.0625,456,131.25,441.75,81.5625,463.5,144.625,494.5,70.9375,531,205,550,136.125,608,270,598,213.625,647.5,167.625,625.5,116.8125,660,290,593,221.75,679,212.25,684.5,226.875,662,Sitting quietly
13891,128.25,461.5,129.25,447.5,112.125,456,131.25,441.75,81.5625,463.5,144.75,494.25,70.9375,530.5,205.125,550,136.125,608,270,598,213.625,648,167.75,625.5,116.8125,660,290.25,592.5,222,678.5,213,684.5,225.625,661.5,Sitting quietly
13892,128.25,461.5,129.125,447.25,112.125,456,131.125,441.5,81.4375,463.5,144.625,494.5,70.875,531,205.125,550,135.875,608,270,598,213.5,647.5,167.75,625.5,116.75,660,290.5,592.5,221.5,678.5,213.125,683.5,227.125,661,Sitting quietly
13893,128.375,461.5,129.25,447.25,112.1875,456,131.25,441.5,81.375,463.75,144.5,494.5,70.875,531,204.875,549.5,135.75,608,270,598,213.75,647.5,167.625,625,116.75,660,290.5,592.5,222,679,213.5,684,226.75,661,Sitting quietly
13894,128.375,461.5,129.25,447.25,112.25,456,131.25,441.25,81.5,463.75,144.5,494.5,70.9375,531,205,550,136,608,270,598,213.75,647.5,167.625,625,116.75,659.5,290.75,592.5,221.75,679,213.125,684,228,660.5,Sitting quietly
13895,128.375,461.5,129.25,447.25,112.25,456,131.25,441.25,81.375,463.75,144.25,494.25,71,531,204.75,549.5,136,608,270,598,213.625,648,167.5,625,116.875,660,290.5,592.5,222,679,213,684,226.625,661,Sitting quietly
13896,128.375,461.5,129.25,447.25,112.25,456,131.125,441.25,81.4375,463.25,144.375,494.25,71,531,204.75,550,136,608,270.25,598.5,213.625,648,167.5,625,116.75,660,290.75,593,222,678,212.75,684.5,225.375,662.5,Sitting quietly
13897,128.5,461.5,129.25,447.25,112.3125,456,131.25,441.5,81.5,463.5,144.375,494.25,71,530.5,204.625,549.5,135.875,608,270,598,213.5,648,167.5,625,116.8125,659.5,290.75,592.5,221.75,678.5,213,685,225.875,663,Sitting quietly
13898,128.375,461.5,129.25,447.5,112.3125,456,131.25,441.5,81.5,463.5,144.5,494.25,71,530.5,204.75,550,135.75,608.5,270,598,213.5,648,167.75,625,116.6875,660,291,592.5,221,678.5,213.125,684,229.125,663,Sitting quietly
13899,128.375,461.5,129.25,447.25,112.25,456,131.25,441.5,81.375,463.5,144.5,494.5,71.0625,531,204.75,550,135.875,608.5,269.75,598,213.75,648,167.5,625.5,116.625,660,291,592.5,221.625,678.5,213.25,684.5,226.75,662.5,Sitting quietly
13900,128.375,461.5,129.25,447.25,112.25,456,131.25,441.75,81.375,463.75,144.25,494.5,70.9375,531,204.625,550,136.25,608.5,270,598.5,214,648,167.5,625,116.625,660,291.25,593,221.5,678.5,213.375,684,229,662,Sitting quietly
13901,128.375,461.5,129.25,447.25,112.25,455.75,131.25,441.75,81.625,463.5,144.5,494.5,70.8125,531,204.75,550,136.125,608,270,598,213.5,648,167.5,625,116.6875,660,291,592.5,222.125,678,213.25,684.5,225,664,Sitting quietly
13902,128.375,461.5,129.25,447.25,112.25,456,131.25,441.75,81.625,463.5,144.5,494.5,70.875,531,204.75,550,136.25,608,270,598.5,213.5,648,167.5,625,116.75,660,291,592.5,221.25,678.5,213,684,228.875,663,Sitting quietly
13903,128.375,461.5,129.25,447.25,112.25,455.75,131.25,441.75,81.4375,463.75,144.375,494.5,70.8125,531,204.5,550,136.25,608,270,598,213.375,648,167.5,625,116.75,660,291,592.5,221.5,679,213.25,684.5,227.5,663.5,Sitting quietly
13904,128.375,461.5,129.25,447.25,112.25,455.75,131.25,441.75,81.5,463.5,144.5,494.5,71.0625,531,204.75,550,136.25,608,270,598,213.625,648,167.375,625,116.5625,660,291,592.5,222.25,678,213.25,684,225.5,662.5,Sitting quietly
13905,128.25,461.5,129.25,447.5,112.25,456,131.25,442,81.625,463.5,144.5,494.25,70.75,530.5,204.5,550,135.75,608,270,598,213.125,647.5,167.25,625,116.5,660,290.5,593,222,679,213.25,684,225.375,663,Sitting quietly
13906,128.25,461.5,129.25,447.5,112.25,456,131.125,442,81.625,463.75,144.25,494.25,70.8125,530.5,204.5,549.5,135.5,608,270,598,213.125,647.5,167.5,625,116.75,660,290.5,592.5,221.375,679,213.5,683.5,228.25,662,Sitting quietly
13907,128.25,461.5,129.125,447.5,112.1875,456,131,441.75,81.6875,463.5,144.375,494.25,70.8125,530.5,204.5,550,135.875,608,270,598,213.375,647.5,167.5,625,116.75,659.5,290.5,593,221.375,679,213.75,683.5,228.625,661.5,Sitting quietly
13908,128.25,461.5,129.125,447.5,112.25,456,131,441.75,81.5,463.5,144.25,494.25,70.625,531,204.5,550,136,608,270,598,213.5,647.5,167.5,625,116.75,660,291,593,221.5,679,214,683.5,230.125,661.5,Sitting quietly
13909,128.25,461.75,129.125,447.5,112.1875,456,131,441.75,81.625,463.5,144.125,494.25,70.75,531,204.5,549.5,136.125,608,269.75,598,213.5,647.5,167.25,625,116.625,659.5,290.5,593,221.25,679,213,683.5,230.875,663,Sitting quietly
13910,128.25,461.5,129.125,447.5,112.1875,456,131,441.75,81.625,463.5,144.125,494.25,70.6875,531,204.5,549.5,136.375,608,270,598,213.5,647.5,167.25,625,116.625,660,290.5,593,221.125,679,213,683.5,230.625,663,Sitting quietly
13911,128.25,461.75,129.125,447.5,112.25,456,131,441.75,81.4375,463.5,144.25,494.25,70.75,531,204.625,550,136.125,608,270,598,213.25,647.5,167.375,625,116.75,660,290.5,593,221.625,678.5,213.375,684,228.75,663,Sitting quietly
13912,128.25,461.75,129.125,447.5,112.25,456,131,441.75,81.625,463.5,144.375,494.25,70.6875,531,204.75,550,136,608,270,598.5,213.125,647.5,167.375,625,116.6875,659.5,291,593,221.5,678.5,213.875,683,226.875,663,Sitting quietly
13913,128.25,461.5,129.125,447.5,112.1875,456,131,441.75,81.625,463.5,144.375,494.25,70.875,530.5,204.625,549.5,135.75,608,270,598,213,647.5,167.375,625,116.75,659.5,290.5,593,221.25,679,213.5,683.5,227,662,Sitting quietly
13914,128.125,461.5,129,447.5,112.125,456,131,441.75,81.5,463.5,144.5,494.25,70.8125,531,204.75,550,135.875,608,270,598.5,213.375,647.5,167.375,625,116.625,659.5,290.75,593,221,679,213,683,227.25,662,Sitting quietly
13915,128.25,461.5,129.125,447.5,112.125,456,131.125,441.75,81.3125,463.5,144.5,494.25,70.9375,531,204.5,549.5,136,608,270,598,213.375,647.5,167.25,625,116.625,659.5,290.25,592.5,221.625,678.5,212.375,683.5,227,663,Sitting quietly
13916,128.25,461.5,129.125,447.5,112.125,456,131.25,441.5,81.4375,463.5,144.5,494.25,70.9375,531,204.5,549.5,135.75,608,269.75,598,213.25,647,167.25,625,116.625,659.5,290.5,593,221.25,678.5,212.125,683.5,226.125,663.5,Sitting quietly
13917,128.125,461.5,129.125,447.5,112.125,456,131.125,441.75,81.5625,463.5,144.375,494.25,71,531,204.625,549.5,136.125,608.5,270,598,213.5,647.5,167.25,625,116.5625,659.5,290.5,593,221.75,679,212.625,684,222.375,663.5,Sitting quietly
13918,128.25,461.5,129.125,447.5,112.1875,456,131,441.75,81.625,463.5,144.375,494.25,71,531,204.75,550,136.25,608,270,598,213.5,647.5,167.25,625,116.625,659.5,291,593,221.75,679,212.75,683.5,223.875,663.5,Sitting quietly
13919,128.125,461.75,129,447.5,112.0625,456,131,441.75,81.625,463.5,144.25,494.25,70.9375,531,204.75,550,136.25,608.5,270,598,213.625,648,167.25,625,116.5,659.5,291,593,221.875,679,212.625,684,223.75,663.5,Sitting quietly
13920,128.25,461.75,129,447.5,112.25,456,130.875,441.75,82,463.5,143.875,494,71.125,530.5,204.375,550,136.875,609,270,598.5,214.5,648,167,624.5,116.375,659.5,290.75,593,223.75,678.5,212.625,684,221.5,664,Sitting quietly
13921,128.25,461.5,129,447.25,112.125,456,130.75,441.5,81.875,463.5,144,494,71.0625,530.5,204.375,549.5,137,609,270,598,214.5,648,167,625,116.375,659.5,290.75,592.5,223.375,678,212.375,684,221.5,664,Sitting quietly
13922,128.125,461.5,128.875,447.25,112,456,130.75,441.5,81.875,463.75,143.875,494,71.0625,531,204.375,549.5,137.125,609,269.75,598.5,214.5,648,167.125,625,116.5625,660,290.75,592.5,222.25,678.5,212.5,684,225.25,664,Sitting quietly
13923,128.125,461.5,128.875,447.25,112.0625,456,130.75,441.5,81.75,463.5,144,494,71.0625,530.5,204.5,549.5,136.875,609,270,598,214.375,648,167,625,116.5,660,290.5,592.5,223.125,678.5,212.125,685,221.25,665,Sitting quietly
13924,128.125,461.5,128.875,447.25,112,456,130.75,441.5,81.375,463.5,144.125,494,71.125,530.5,204.5,549.5,136.625,609,270.25,598.5,214.25,648,167,625,116.3125,659.5,290.75,593,224.125,678,212.25,684.5,217.125,664.5,Sitting quietly
13925,128.125,461.5,129,447.25,112,456,130.875,441.5,81.5,463.75,144.375,494,71.125,531,204.5,549.5,136.25,608.5,270,598,213.875,648,167.125,625,116.5,659.5,290.75,593,223.5,678,212.5,685,216.75,665,Sitting quietly
13926,128.25,461.5,129,447.25,112.0625,456,130.75,441.5,81.375,463.75,144.25,494,71.125,531,204.25,549.5,136,608.5,270,598,213.875,648,167.125,625,116.3125,659.5,291,593,222.75,678,212.75,684,219.5,663.5,Sitting quietly
13927,128.125,461.5,129,447.5,112.0625,456,130.875,441.5,81.375,463.5,144.125,494,71.1875,530.5,204.25,549,136,608,270,598,213.875,648,167,625,116.375,659.5,290.75,593,222.875,678,212.25,684,217.5,664.5,Sitting quietly
13928,128,461.75,128.875,447.5,112,456.25,130.625,442,81.375,463.75,144,494,71,531,204.375,549.5,136.25,608.5,270,598.5,213.75,648,167,625,116.4375,659.5,290.5,593,222.5,678,211.375,684,219.875,665,Sitting quietly
13929,128,461.75,128.75,447.5,111.875,456.25,130.625,441.5,81.4375,463.75,144.25,494,71.125,530.5,204.25,549.5,136.375,608.5,270,598.5,214,648,167,625,116.25,659.5,290.25,593,223.125,677.5,211.125,685,216.875,664.5,Sitting quietly
13930,128,461.75,128.75,447.5,111.875,456.25,130.625,441.5,81.5,463.75,144.25,494,71.125,530.5,204.25,549.5,136.625,609,270,598.5,214.375,648,167,625,116.1875,659.5,290.5,592.5,223,677,211.75,684,220.375,663,Sitting quietly
13931,127.875,461.75,128.75,447.5,111.75,456,130.75,441.5,81.375,463.5,144,494,71.1875,530.5,204.25,549.5,136.75,609,270,598.5,214.375,648.5,167,625,116.1875,659.5,290.5,593,223.5,677.5,211.5,684.5,218,663.5,Sitting quietly
13932,127.9375,461.5,128.75,447.5,111.875,456.25,130.625,441.5,81.4375,463.75,143.875,494,71.125,530.5,204,549,136.875,609,270,598,214.375,648.5,166.875,625,116.125,659.5,290.5,592.5,222.75,678,211.5,684,222.125,664,Sitting quietly
13933,127.9375,461.5,128.75,447.5,111.8125,456,130.75,441.5,81.4375,463.75,144.125,494,71.0625,530.5,204.375,549.5,136.625,609,270,598,214,648,167,625,116.3125,659.5,290.75,593,222.25,678.5,212.625,683.5,220.25,663.5,Sitting quietly
13934,127.9375,461.75,128.75,447.5,111.875,456,130.625,441.5,81.375,463.75,144,494,71.0625,530.5,204.25,549,136.875,609,270,598,214.25,648,167,624.5,116.3125,659.5,290.5,593,222.5,678,212.25,683,221,664,Sitting quietly
